cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""22f5474a24ab5a04b9298cad6f51a8f2"", ""6aff352ae73b5615af6efcf1364e4ce9"", ""619313aadc3f57efa4fd40b4718d062a"", ""67d29b179a195a2f949e51791e77c61e"", ""69f4638282d657b281cdfcd504c0c5fe"", ""41008e92988b559888111af4b278d554"", ""08d2651a1eec50dc92c49a7cb0168c5e"", ""0403490ff1615a1bb164082b2e71fcee""]","[""43a92fd89ccd54e9925ff8e8a9cd5ce6"", ""20d4dd47118150bfa50c2ea2967e9a49"", ""01ff7169e0985f10bce6047201df22e8"", ""d72982995ddc5d79bd8ecd98121711c7"", ""6f352e862d1853799102031d9b2409f3"", ""1884d7990f9c55a581b40db1912a4e5b"", ""d6a00f80749c5a91aa518607566b897d"", ""8fef9c2b365750c48c3bbac9c2e38e5d""]","[[2.551482677459717, 5.097164630889893, -0.3765999972820282, 0.647319495677948, 0.7057768106460571, 1.5830601453781128], [2.533491373062134, 5.097745895385742, -0.32974424958229065, 0.688040554523468, 0.6137228012084961, 1.591776967048645], [2.548342227935791, 5.142977714538574, -0.3651101589202881, 0.6622217893600464, 0.690159797668457, 1.5670086145401], [2.4654743671417236, 5.0444817543029785, -0.3464772701263428, 0.6642801761627197, 0.7342411875724792, 1.7088638544082642]]","[[2.3866612911224365, 5.170694828033447, -0.30789387226104736, 0.6478791832923889, 0.817435622215271, 1.6687383651733398], [2.318438768386841, 5.162283420562744, -0.33709123730659485, 0.8259655237197876, 0.7161490321159363, 1.6444357633590698], [2.294419527053833, 5.161543846130371, -0.3007415235042572, 0.692689836025238, 0.6499407291412354, 1.8106374740600586], [2.2152109146118164, 5.08042573928833, -0.2945711016654968, 0.8353322744369507, 0.675864040851593, 1.7283381223678589]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""6aff352ae73b5615af6efcf1364e4ce9"", ""619313aadc3f57efa4fd40b4718d062a"", ""67d29b179a195a2f949e51791e77c61e"", ""69f4638282d657b281cdfcd504c0c5fe"", ""41008e92988b559888111af4b278d554"", ""08d2651a1eec50dc92c49a7cb0168c5e"", ""0403490ff1615a1bb164082b2e71fcee"", ""36003f1d62105f6a90aa8650809dd5fb""]","[""20d4dd47118150bfa50c2ea2967e9a49"", ""01ff7169e0985f10bce6047201df22e8"", ""d72982995ddc5d79bd8ecd98121711c7"", ""6f352e862d1853799102031d9b2409f3"", ""1884d7990f9c55a581b40db1912a4e5b"", ""d6a00f80749c5a91aa518607566b897d"", ""8fef9c2b365750c48c3bbac9c2e38e5d"", ""cea333f5945d5457aba60786508db6ef""]","[[2.533491373062134, 5.097745895385742, -0.32974424958229065, 0.688040554523468, 0.6137228012084961, 1.591776967048645], [2.548342227935791, 5.142977714538574, -0.3651101589202881, 0.6622217893600464, 0.690159797668457, 1.5670086145401], [2.4654743671417236, 5.0444817543029785, -0.3464772701263428, 0.6642801761627197, 0.7342411875724792, 1.7088638544082642], [2.3866612911224365, 5.170694828033447, -0.30789387226104736, 0.6478791832923889, 0.817435622215271, 1.6687383651733398]]","[[2.318438768386841, 5.162283420562744, -0.33709123730659485, 0.8259655237197876, 0.7161490321159363, 1.6444357633590698], [2.294419527053833, 5.161543846130371, -0.3007415235042572, 0.692689836025238, 0.6499407291412354, 1.8106374740600586], [2.2152109146118164, 5.08042573928833, -0.2945711016654968, 0.8353322744369507, 0.675864040851593, 1.7283381223678589], [2.2015907764434814, 5.126851558685303, -0.2678278386592865, 0.8122681975364685, 0.776360273361206, 1.5729411840438843]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""619313aadc3f57efa4fd40b4718d062a"", ""67d29b179a195a2f949e51791e77c61e"", ""69f4638282d657b281cdfcd504c0c5fe"", ""41008e92988b559888111af4b278d554"", ""08d2651a1eec50dc92c49a7cb0168c5e"", ""0403490ff1615a1bb164082b2e71fcee"", ""36003f1d62105f6a90aa8650809dd5fb"", ""412e72d8498a5240b8efcdbfb444a99e""]","[""01ff7169e0985f10bce6047201df22e8"", ""d72982995ddc5d79bd8ecd98121711c7"", ""6f352e862d1853799102031d9b2409f3"", ""1884d7990f9c55a581b40db1912a4e5b"", ""d6a00f80749c5a91aa518607566b897d"", ""8fef9c2b365750c48c3bbac9c2e38e5d"", ""cea333f5945d5457aba60786508db6ef"", ""81a1c897da305b4eba4f8fad1fbe9883""]","[[2.548342227935791, 5.142977714538574, -0.3651101589202881, 0.6622217893600464, 0.690159797668457, 1.5670086145401], [2.4654743671417236, 5.0444817543029785, -0.3464772701263428, 0.6642801761627197, 0.7342411875724792, 1.7088638544082642], [2.3866612911224365, 5.170694828033447, -0.30789387226104736, 0.6478791832923889, 0.817435622215271, 1.6687383651733398], [2.318438768386841, 5.162283420562744, -0.33709123730659485, 0.8259655237197876, 0.7161490321159363, 1.6444357633590698]]","[[2.294419527053833, 5.161543846130371, -0.3007415235042572, 0.692689836025238, 0.6499407291412354, 1.8106374740600586], [2.2152109146118164, 5.08042573928833, -0.2945711016654968, 0.8353322744369507, 0.675864040851593, 1.7283381223678589], [2.2015907764434814, 5.126851558685303, -0.2678278386592865, 0.8122681975364685, 0.776360273361206, 1.5729411840438843], [2.1409058570861816, 5.093934535980225, -0.2763299345970154, 0.8696985840797424, 0.6859153509140015, 1.8271828889846802]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""67d29b179a195a2f949e51791e77c61e"", ""69f4638282d657b281cdfcd504c0c5fe"", ""41008e92988b559888111af4b278d554"", ""08d2651a1eec50dc92c49a7cb0168c5e"", ""0403490ff1615a1bb164082b2e71fcee"", ""36003f1d62105f6a90aa8650809dd5fb"", ""412e72d8498a5240b8efcdbfb444a99e"", ""09485ee90a9252359f2b13a9455bb3a8""]","[""d72982995ddc5d79bd8ecd98121711c7"", ""6f352e862d1853799102031d9b2409f3"", ""1884d7990f9c55a581b40db1912a4e5b"", ""d6a00f80749c5a91aa518607566b897d"", ""8fef9c2b365750c48c3bbac9c2e38e5d"", ""cea333f5945d5457aba60786508db6ef"", ""81a1c897da305b4eba4f8fad1fbe9883"", ""4e61aa0e0ad35856b5f0f9360412712b""]","[[2.4654743671417236, 5.0444817543029785, -0.3464772701263428, 0.6642801761627197, 0.7342411875724792, 1.7088638544082642], [2.3866612911224365, 5.170694828033447, -0.30789387226104736, 0.6478791832923889, 0.817435622215271, 1.6687383651733398], [2.318438768386841, 5.162283420562744, -0.33709123730659485, 0.8259655237197876, 0.7161490321159363, 1.6444357633590698], [2.294419527053833, 5.161543846130371, -0.3007415235042572, 0.692689836025238, 0.6499407291412354, 1.8106374740600586]]","[[2.2152109146118164, 5.08042573928833, -0.2945711016654968, 0.8353322744369507, 0.675864040851593, 1.7283381223678589], [2.2015907764434814, 5.126851558685303, -0.2678278386592865, 0.8122681975364685, 0.776360273361206, 1.5729411840438843], [2.1409058570861816, 5.093934535980225, -0.2763299345970154, 0.8696985840797424, 0.6859153509140015, 1.8271828889846802], [2.180952548980713, 5.168651580810547, -0.2381497025489807, 0.8573585748672485, 0.7473164200782776, 1.672358751296997]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""69f4638282d657b281cdfcd504c0c5fe"", ""41008e92988b559888111af4b278d554"", ""08d2651a1eec50dc92c49a7cb0168c5e"", ""0403490ff1615a1bb164082b2e71fcee"", ""36003f1d62105f6a90aa8650809dd5fb"", ""412e72d8498a5240b8efcdbfb444a99e"", ""09485ee90a9252359f2b13a9455bb3a8"", ""11d5b4c60c025dfdad930afd195f0964""]","[""6f352e862d1853799102031d9b2409f3"", ""1884d7990f9c55a581b40db1912a4e5b"", ""d6a00f80749c5a91aa518607566b897d"", ""8fef9c2b365750c48c3bbac9c2e38e5d"", ""cea333f5945d5457aba60786508db6ef"", ""81a1c897da305b4eba4f8fad1fbe9883"", ""4e61aa0e0ad35856b5f0f9360412712b"", ""5d1f53b1b94859b9b53fa26d13cf309b""]","[[2.3866612911224365, 5.170694828033447, -0.30789387226104736, 0.6478791832923889, 0.817435622215271, 1.6687383651733398], [2.318438768386841, 5.162283420562744, -0.33709123730659485, 0.8259655237197876, 0.7161490321159363, 1.6444357633590698], [2.294419527053833, 5.161543846130371, -0.3007415235042572, 0.692689836025238, 0.6499407291412354, 1.8106374740600586], [2.2152109146118164, 5.08042573928833, -0.2945711016654968, 0.8353322744369507, 0.675864040851593, 1.7283381223678589]]","[[2.2015907764434814, 5.126851558685303, -0.2678278386592865, 0.8122681975364685, 0.776360273361206, 1.5729411840438843], [2.1409058570861816, 5.093934535980225, -0.2763299345970154, 0.8696985840797424, 0.6859153509140015, 1.8271828889846802], [2.180952548980713, 5.168651580810547, -0.2381497025489807, 0.8573585748672485, 0.7473164200782776, 1.672358751296997], [2.1856942176818848, 5.157884120941162, -0.24360503256320953, 0.86222243309021, 0.6878690123558044, 1.6791627407073975]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""7c38384d0ebc5baeb83ea45ab3ff3ead"", ""856a7da288df5854816be4a6aa2f48be"", ""7c3245f425a557149ca97bc1d81f6f49"", ""eafcc471fbaf5538863ead3e8587cccb"", ""32bfef699a905f0e8a9d7b4b546b030c"", ""d2e4a36fcdde56a9a1e1e7cbb55cd1f2"", ""f752abedc15558d0a54658d5d0710c66"", ""1e1f1d280ecd53b2aad74cf054ed59d6""]","[""404b9595aeab5c70a46c800b33bea90b"", ""33138bdfea3a5fe189fe84029c5d6984"", ""ca9edc136fb95615b23d0009083fb59b"", ""7d4f1968c91056879d67145aee7fec03"", ""4610de62dd6d54eea62de6cc1a05ae3c"", ""13ac5fab98fd5a14874f7343bebbe872"", ""acf37c8e18d85133a8770d737acc131d"", ""b68796859dd15eda90a2773aef80382d""]","[[2.178248643875122, 5.155833721160889, -0.26145243644714355, 0.9459402561187744, 0.5688470005989075, 1.8618797063827515], [2.260268449783325, 5.154677391052246, -0.27519744634628296, 0.8453587889671326, 0.7770804762840271, 1.7240972518920898], [2.295703411102295, 5.127986907958984, -0.23884770274162292, 0.7869980931282043, 0.6875896453857422, 1.6492348909378052], [2.3668947219848633, 5.104151725769043, -0.3515896201133728, 0.7834881544113159, 0.6235844492912292, 1.7165288925170898]]","[[2.376166820526123, 5.122555255889893, -0.32983314990997314, 0.7723668217658997, 0.661329984664917, 1.7262070178985596], [2.4687609672546387, 5.21967887878418, -0.3069634735584259, 0.6943526864051819, 0.697725236415863, 1.6551357507705688], [2.4390695095062256, 5.288025379180908, -0.2965144217014313, 0.7193104028701782, 0.7603239417076111, 1.6653456687927246], [2.4512970447540283, 5.3155598640441895, -0.3457866311073303, 0.753837525844574, 0.6976858973503113, 1.714840054512024]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""856a7da288df5854816be4a6aa2f48be"", ""7c3245f425a557149ca97bc1d81f6f49"", ""eafcc471fbaf5538863ead3e8587cccb"", ""32bfef699a905f0e8a9d7b4b546b030c"", ""d2e4a36fcdde56a9a1e1e7cbb55cd1f2"", ""f752abedc15558d0a54658d5d0710c66"", ""1e1f1d280ecd53b2aad74cf054ed59d6"", ""75f06f68a1de5e6e98b5a066514a8661""]","[""33138bdfea3a5fe189fe84029c5d6984"", ""ca9edc136fb95615b23d0009083fb59b"", ""7d4f1968c91056879d67145aee7fec03"", ""4610de62dd6d54eea62de6cc1a05ae3c"", ""13ac5fab98fd5a14874f7343bebbe872"", ""acf37c8e18d85133a8770d737acc131d"", ""b68796859dd15eda90a2773aef80382d"", ""c43692ddd70350cb90dcb3e0d301e8ca""]","[[2.260268449783325, 5.154677391052246, -0.27519744634628296, 0.8453587889671326, 0.7770804762840271, 1.7240972518920898], [2.295703411102295, 5.127986907958984, -0.23884770274162292, 0.7869980931282043, 0.6875896453857422, 1.6492348909378052], [2.3668947219848633, 5.104151725769043, -0.3515896201133728, 0.7834881544113159, 0.6235844492912292, 1.7165288925170898], [2.376166820526123, 5.122555255889893, -0.32983314990997314, 0.7723668217658997, 0.661329984664917, 1.7262070178985596]]","[[2.4687609672546387, 5.21967887878418, -0.3069634735584259, 0.6943526864051819, 0.697725236415863, 1.6551357507705688], [2.4390695095062256, 5.288025379180908, -0.2965144217014313, 0.7193104028701782, 0.7603239417076111, 1.6653456687927246], [2.4512970447540283, 5.3155598640441895, -0.3457866311073303, 0.753837525844574, 0.6976858973503113, 1.714840054512024], [2.4596123695373535, 5.405818939208984, -0.38429778814315796, 0.7676897048950195, 0.6347557306289673, 1.6654367446899414]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""7c3245f425a557149ca97bc1d81f6f49"", ""eafcc471fbaf5538863ead3e8587cccb"", ""32bfef699a905f0e8a9d7b4b546b030c"", ""d2e4a36fcdde56a9a1e1e7cbb55cd1f2"", ""f752abedc15558d0a54658d5d0710c66"", ""1e1f1d280ecd53b2aad74cf054ed59d6"", ""75f06f68a1de5e6e98b5a066514a8661"", ""8b182a9815d25f98b7b572a7b4a769d7""]","[""ca9edc136fb95615b23d0009083fb59b"", ""7d4f1968c91056879d67145aee7fec03"", ""4610de62dd6d54eea62de6cc1a05ae3c"", ""13ac5fab98fd5a14874f7343bebbe872"", ""acf37c8e18d85133a8770d737acc131d"", ""b68796859dd15eda90a2773aef80382d"", ""c43692ddd70350cb90dcb3e0d301e8ca"", ""0bb06320de6d51de9fbb8f1caa2430ae""]","[[2.295703411102295, 5.127986907958984, -0.23884770274162292, 0.7869980931282043, 0.6875896453857422, 1.6492348909378052], [2.3668947219848633, 5.104151725769043, -0.3515896201133728, 0.7834881544113159, 0.6235844492912292, 1.7165288925170898], [2.376166820526123, 5.122555255889893, -0.32983314990997314, 0.7723668217658997, 0.661329984664917, 1.7262070178985596], [2.4687609672546387, 5.21967887878418, -0.3069634735584259, 0.6943526864051819, 0.697725236415863, 1.6551357507705688]]","[[2.4390695095062256, 5.288025379180908, -0.2965144217014313, 0.7193104028701782, 0.7603239417076111, 1.6653456687927246], [2.4512970447540283, 5.3155598640441895, -0.3457866311073303, 0.753837525844574, 0.6976858973503113, 1.714840054512024], [2.4596123695373535, 5.405818939208984, -0.38429778814315796, 0.7676897048950195, 0.6347557306289673, 1.6654367446899414], [2.4470365047454834, 5.487782001495361, -0.3050536811351776, 0.8457444310188293, 0.5468665957450867, 1.813339114189148]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""eafcc471fbaf5538863ead3e8587cccb"", ""32bfef699a905f0e8a9d7b4b546b030c"", ""d2e4a36fcdde56a9a1e1e7cbb55cd1f2"", ""f752abedc15558d0a54658d5d0710c66"", ""1e1f1d280ecd53b2aad74cf054ed59d6"", ""75f06f68a1de5e6e98b5a066514a8661"", ""8b182a9815d25f98b7b572a7b4a769d7"", ""b6889dd6b9c45e819b3fc02607e0c305""]","[""7d4f1968c91056879d67145aee7fec03"", ""4610de62dd6d54eea62de6cc1a05ae3c"", ""13ac5fab98fd5a14874f7343bebbe872"", ""acf37c8e18d85133a8770d737acc131d"", ""b68796859dd15eda90a2773aef80382d"", ""c43692ddd70350cb90dcb3e0d301e8ca"", ""0bb06320de6d51de9fbb8f1caa2430ae"", ""37bcc98ba6a55e249093630e75daa2e3""]","[[2.3668947219848633, 5.104151725769043, -0.3515896201133728, 0.7834881544113159, 0.6235844492912292, 1.7165288925170898], [2.376166820526123, 5.122555255889893, -0.32983314990997314, 0.7723668217658997, 0.661329984664917, 1.7262070178985596], [2.4687609672546387, 5.21967887878418, -0.3069634735584259, 0.6943526864051819, 0.697725236415863, 1.6551357507705688], [2.4390695095062256, 5.288025379180908, -0.2965144217014313, 0.7193104028701782, 0.7603239417076111, 1.6653456687927246]]","[[2.4512970447540283, 5.3155598640441895, -0.3457866311073303, 0.753837525844574, 0.6976858973503113, 1.714840054512024], [2.4596123695373535, 5.405818939208984, -0.38429778814315796, 0.7676897048950195, 0.6347557306289673, 1.6654367446899414], [2.4470365047454834, 5.487782001495361, -0.3050536811351776, 0.8457444310188293, 0.5468665957450867, 1.813339114189148], [2.3479554653167725, 5.620960235595703, -0.3437604606151581, 0.8550010919570923, 0.6806190013885498, 1.7374846935272217]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""32bfef699a905f0e8a9d7b4b546b030c"", ""d2e4a36fcdde56a9a1e1e7cbb55cd1f2"", ""f752abedc15558d0a54658d5d0710c66"", ""1e1f1d280ecd53b2aad74cf054ed59d6"", ""75f06f68a1de5e6e98b5a066514a8661"", ""8b182a9815d25f98b7b572a7b4a769d7"", ""b6889dd6b9c45e819b3fc02607e0c305"", ""0fc0c829a5c35073a55e5bd9b755e2c0""]","[""4610de62dd6d54eea62de6cc1a05ae3c"", ""13ac5fab98fd5a14874f7343bebbe872"", ""acf37c8e18d85133a8770d737acc131d"", ""b68796859dd15eda90a2773aef80382d"", ""c43692ddd70350cb90dcb3e0d301e8ca"", ""0bb06320de6d51de9fbb8f1caa2430ae"", ""37bcc98ba6a55e249093630e75daa2e3"", ""03f86543344c5021aa95a6d024ecdcc6""]","[[2.376166820526123, 5.122555255889893, -0.32983314990997314, 0.7723668217658997, 0.661329984664917, 1.7262070178985596], [2.4687609672546387, 5.21967887878418, -0.3069634735584259, 0.6943526864051819, 0.697725236415863, 1.6551357507705688], [2.4390695095062256, 5.288025379180908, -0.2965144217014313, 0.7193104028701782, 0.7603239417076111, 1.6653456687927246], [2.4512970447540283, 5.3155598640441895, -0.3457866311073303, 0.753837525844574, 0.6976858973503113, 1.714840054512024]]","[[2.4596123695373535, 5.405818939208984, -0.38429778814315796, 0.7676897048950195, 0.6347557306289673, 1.6654367446899414], [2.4470365047454834, 5.487782001495361, -0.3050536811351776, 0.8457444310188293, 0.5468665957450867, 1.813339114189148], [2.3479554653167725, 5.620960235595703, -0.3437604606151581, 0.8550010919570923, 0.6806190013885498, 1.7374846935272217], [2.237398386001587, 5.772624492645264, -0.3457455337047577, 0.782052755355835, 0.6812990307807922, 1.632355809211731]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""cb031d88384c5c6ab78cc27204e53d71"", ""3daeff5089df521bbdea91d8bd64376b"", ""343cfba84a1c5595a7972e19c94de6cb"", ""f70eb9fe24375544ab728747621fc389"", ""217aa6dcca665ce4a4afa19d5bb507b4"", ""13f52f62d3225202aa47fe2f73c281e6"", ""432d221042d458008501db30d594ef71"", ""8f1a3af119435d1d8c78078139ec5ab9""]","[""9833534bd483582c96b0743967200fa7"", ""f04d50fdff8c594eac1472d2808124cd"", ""a947afcdd7dc5519bbe53a680e48cece"", ""cca2c088ff3b57ef8e617afdd24e6ff2"", ""a60cbbdef4c35f0f883987b8dca3507c"", ""008e59fd98755e0f9f959b9e3fefb66a"", ""9f3eb97b992550fd9eda7514f510a840"", ""964aa8e6b1a950828e802272871e2234""]","[[0.745959460735321, -0.5350857377052307, -0.2559913992881775, 0.8759236335754395, 0.4562811255455017, 1.6350553035736084], [0.6087996959686279, -0.4898953139781952, -0.14974653720855713, 0.9197973012924194, 0.4966479539871216, 1.714854121208191], [0.6139609217643738, -0.4346493184566498, -0.09895595163106918, 0.8738970160484314, 0.5109975337982178, 1.758696436882019], [0.6602784395217896, -0.33421316742897034, -0.1447135955095291, 0.9687857031822205, 0.5145760178565979, 1.8360215425491333]]","[[0.6251007914543152, -0.17617563903331757, -0.15183350443840027, 0.888028621673584, 0.5057891011238098, 1.7028530836105347], [0.5553687214851379, -0.055002227425575256, -0.13317787647247314, 0.9328241348266602, 0.5479457974433899, 1.697437047958374], [0.5777519941329956, 0.02322029322385788, -0.11716678738594055, 0.9596797227859497, 0.5302206873893738, 1.8176778554916382], [0.6234360337257385, -0.0372578464448452, -0.1300041228532791, 0.952730119228363, 0.5626848936080933, 1.7304238080978394]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
